accession_version	isolate	locus	primary_accession
ALB08275.1	KOREA/Seoul/014-1-2015	ALB08275	ALB08275
ALB08274.1	KOREA/Seoul/014-1-2015	ALB08274	ALB08274
ALB08273.1	KOREA/Seoul/014-1-2015	ALB08273	ALB08273
ALB08272.1	KOREA/Seoul/014-1-2015	ALB08272	ALB08272
ALB08271.1	KOREA/Seoul/014-1-2015	ALB08271	ALB08271
ALB08270.1	KOREA/Seoul/014-1-2015	ALB08270	ALB08270
ALB08269.1	KOREA/Seoul/014-1-2015	ALB08269	ALB08269
ALB08268.1	KOREA/Seoul/014-1-2015	ALB08268	ALB08268
ALB08267.1	KOREA/Seoul/014-1-2015	ALB08267	ALB08267
ALB08266.1	KOREA/Seoul/014-1-2015	ALB08266	ALB08266
ALB08265.1	KOREA/Seoul/163-1-2015	ALB08265	ALB08265
ALB08264.1	KOREA/Seoul/163-1-2015	ALB08264	ALB08264
ALB08263.1	KOREA/Seoul/163-1-2015	ALB08263	ALB08263
ALB08262.1	KOREA/Seoul/163-1-2015	ALB08262	ALB08262
ALB08261.1	KOREA/Seoul/163-1-2015	ALB08261	ALB08261
ALB08260.1	KOREA/Seoul/163-1-2015	ALB08260	ALB08260
ALB08259.1	KOREA/Seoul/163-1-2015	ALB08259	ALB08259
ALB08258.1	KOREA/Seoul/163-1-2015	ALB08258	ALB08258
ALB08257.1	KOREA/Seoul/163-1-2015	ALB08257	ALB08257
ALB08256.1	KOREA/Seoul/163-1-2015	ALB08256	ALB08256
ALB08255.1	KOREA/Seoul/163-1-2015	ALB08255	ALB08255
ALB08254.1	KOREA/Seoul/163-2-2015	ALB08254	ALB08254
ALB08253.1	KOREA/Seoul/163-2-2015	ALB08253	ALB08253
ALB08252.1	KOREA/Seoul/163-2-2015	ALB08252	ALB08252
ALB08251.1	KOREA/Seoul/163-2-2015	ALB08251	ALB08251
ALB08250.1	KOREA/Seoul/163-2-2015	ALB08250	ALB08250
ALB08249.1	KOREA/Seoul/163-2-2015	ALB08249	ALB08249
ALB08248.1	KOREA/Seoul/163-2-2015	ALB08248	ALB08248
ALB08247.1	KOREA/Seoul/163-2-2015	ALB08247	ALB08247
ALB08246.1	KOREA/Seoul/163-2-2015	ALB08246	ALB08246
ALB08245.1	KOREA/Seoul/163-2-2015	ALB08245	ALB08245
ALB08244.1	KOREA/Seoul/163-2-2015	ALB08244	ALB08244
4UD1_E		4UD1_E	4UD1_E
4UD1_D		4UD1_D	4UD1_D
4UD1_C		4UD1_C	4UD1_C
4UD1_B		4UD1_B	4UD1_B
4UD1_A		4UD1_A	4UD1_A
AMD02852.1		AMD02852	AMD02852
AMD02851.1		AMD02851	AMD02851
AMD02850.1		AMD02850	AMD02850
AMD02849.1		AMD02849	AMD02849
AMD02848.1		AMD02848	AMD02848
AMD02847.1		AMD02847	AMD02847
AMD02846.1		AMD02846	AMD02846
AMD02845.1		AMD02845	AMD02845
AMD02844.1		AMD02844	AMD02844
AMD02843.1		AMD02843	AMD02843
AMD02842.1		AMD02842	AMD02842
AMD02841.1		AMD02841	AMD02841
AMD02840.1		AMD02840	AMD02840
AMD02839.1		AMD02839	AMD02839
AMD02838.1		AMD02838	AMD02838
AMD02837.1		AMD02837	AMD02837
AMD02836.1		AMD02836	AMD02836
AMD02835.1		AMD02835	AMD02835
AMD02834.1		AMD02834	AMD02834
AMD02833.1		AMD02833	AMD02833
AMD02832.1		AMD02832	AMD02832
AMD02831.1		AMD02831	AMD02831
AMD02830.1		AMD02830	AMD02830
AMD02829.1		AMD02829	AMD02829
AMD02828.1		AMD02828	AMD02828
AMD02827.1		AMD02827	AMD02827
AMD02826.1		AMD02826	AMD02826
AMD02825.1		AMD02825	AMD02825
5HIV_A		5HIV_A	5HIV_A
ALW82761.1	Hu/Jeddah-KSA-C20860/2015	ALW82761	ALW82761
ALW82760.1	Hu/Jeddah-KSA-C20860/2015	ALW82760	ALW82760
ALW82759.1	Hu/Jeddah-KSA-C20860/2015	ALW82759	ALW82759
ALW82758.1	Hu/Jeddah-KSA-C20860/2015	ALW82758	ALW82758
ALW82757.1	Hu/Jeddah-KSA-C20860/2015	ALW82757	ALW82757
ALW82756.1	Hu/Jeddah-KSA-C20860/2015	ALW82756	ALW82756
ALW82755.1	Hu/Jeddah-KSA-C20860/2015	ALW82755	ALW82755
ALW82754.1	Hu/Jeddah-KSA-C20860/2015	ALW82754	ALW82754
ALW82753.1	Hu/Jeddah-KSA-C20860/2015	ALW82753	ALW82753
ALW82752.1	Hu/Jeddah-KSA-C20860/2015	ALW82752	ALW82752
ALW82751.1	Hu/Jeddah-KSA-C20860/2015	ALW82751	ALW82751
ALW82750.1	Hu/Najran-KSA-C20915/2015	ALW82750	ALW82750
ALW82749.1	Hu/Najran-KSA-C20915/2015	ALW82749	ALW82749
ALW82748.1	Hu/Najran-KSA-C20915/2015	ALW82748	ALW82748
ALW82747.1	Hu/Najran-KSA-C20915/2015	ALW82747	ALW82747
ALW82746.1	Hu/Najran-KSA-C20915/2015	ALW82746	ALW82746
ALW82745.1	Hu/Najran-KSA-C20915/2015	ALW82745	ALW82745
ALW82744.1	Hu/Najran-KSA-C20915/2015	ALW82744	ALW82744
ALW82743.1	Hu/Najran-KSA-C20915/2015	ALW82743	ALW82743
ALW82742.1	Hu/Najran-KSA-C20915/2015	ALW82742	ALW82742
ALW82741.1	Hu/Najran-KSA-C20915/2015	ALW82741	ALW82741
ALW82740.1	Hu/Najran-KSA-C20915/2015	ALW82740	ALW82740
ALW82739.1	Hu/Kharj-KSA-2598/2015	ALW82739	ALW82739
ALW82738.1	Hu/Kharj-KSA-2598/2015	ALW82738	ALW82738
ALW82737.1	Hu/Kharj-KSA-2598/2015	ALW82737	ALW82737
ALW82736.1	Hu/Kharj-KSA-2598/2015	ALW82736	ALW82736
ALW82735.1	Hu/Kharj-KSA-2598/2015	ALW82735	ALW82735
ALW82734.1	Hu/Kharj-KSA-2598/2015	ALW82734	ALW82734
ALW82733.1	Hu/Kharj-KSA-2598/2015	ALW82733	ALW82733
ALW82732.1	Hu/Kharj-KSA-2598/2015	ALW82732	ALW82732
ALW82731.1	Hu/Kharj-KSA-2598/2015	ALW82731	ALW82731
ALW82730.1	Hu/Kharj-KSA-2598/2015	ALW82730	ALW82730
ALW82729.1	Hu/Kharj-KSA-2598/2015	ALW82729	ALW82729
ALW82728.1	Hu/Kharj-KSA-2599/2015	ALW82728	ALW82728
ALW82727.1	Hu/Kharj-KSA-2599/2015	ALW82727	ALW82727
ALW82726.1	Hu/Kharj-KSA-2599/2015	ALW82726	ALW82726
ALW82725.1	Hu/Kharj-KSA-2599/2015	ALW82725	ALW82725
ALW82724.1	Hu/Kharj-KSA-2599/2015	ALW82724	ALW82724
ALW82723.1	Hu/Kharj-KSA-2599/2015	ALW82723	ALW82723
ALW82722.1	Hu/Kharj-KSA-2599/2015	ALW82722	ALW82722
ALW82721.1	Hu/Kharj-KSA-2599/2015	ALW82721	ALW82721
ALW82720.1	Hu/Kharj-KSA-2599/2015	ALW82720	ALW82720
ALW82719.1	Hu/Kharj-KSA-2599/2015	ALW82719	ALW82719
ALW82718.1	Hu/Kharj-KSA-2599/2015	ALW82718	ALW82718
ALW82717.1	Hu/Riyadh-KSA-2716/2015	ALW82717	ALW82717
ALW82716.1	Hu/Riyadh-KSA-2716/2015	ALW82716	ALW82716
ALW82715.1	Hu/Riyadh-KSA-2716/2015	ALW82715	ALW82715
ALW82714.1	Hu/Riyadh-KSA-2716/2015	ALW82714	ALW82714
ALW82713.1	Hu/Riyadh-KSA-2716/2015	ALW82713	ALW82713
ALW82712.1	Hu/Riyadh-KSA-2716/2015	ALW82712	ALW82712
ALW82711.1	Hu/Riyadh-KSA-2716/2015	ALW82711	ALW82711
ALW82710.1	Hu/Riyadh-KSA-2716/2015	ALW82710	ALW82710
ALW82709.1	Hu/Riyadh-KSA-2716/2015	ALW82709	ALW82709
ALW82708.1	Hu/Riyadh-KSA-2716/2015	ALW82708	ALW82708
ALW82707.1	Hu/Riyadh-KSA-2716/2015	ALW82707	ALW82707
ALW82706.1	Hu/Riyadh-KSA-3065/2015	ALW82706	ALW82706
ALW82705.1	Hu/Riyadh-KSA-3065/2015	ALW82705	ALW82705
ALW82704.1	Hu/Riyadh-KSA-3065/2015	ALW82704	ALW82704
ALW82703.1	Hu/Riyadh-KSA-3065/2015	ALW82703	ALW82703
ALW82702.1	Hu/Riyadh-KSA-3065/2015	ALW82702	ALW82702
ALW82701.1	Hu/Riyadh-KSA-3065/2015	ALW82701	ALW82701
ALW82700.1	Hu/Riyadh-KSA-3065/2015	ALW82700	ALW82700
ALW82699.1	Hu/Riyadh-KSA-3181/2015	ALW82699	ALW82699
ALW82698.1	Hu/Riyadh-KSA-3181/2015	ALW82698	ALW82698
ALW82697.1	Hu/Riyadh-KSA-3181/2015	ALW82697	ALW82697
ALW82696.1	Hu/Riyadh-KSA-3181/2015	ALW82696	ALW82696
ALW82695.1	Hu/Riyadh-KSA-3181/2015	ALW82695	ALW82695
ALW82694.1	Hu/Riyadh-KSA-3181/2015	ALW82694	ALW82694
ALW82693.1	Hu/Riyadh-KSA-3181/2015	ALW82693	ALW82693
ALW82692.1	Hu/Riyadh-KSA-3181/2015	ALW82692	ALW82692
ALW82691.1	Hu/Riyadh-KSA-3181/2015	ALW82691	ALW82691
ALW82690.1	Hu/Riyadh-KSA-3181/2015	ALW82690	ALW82690
ALW82689.1	Hu/Riyadh-KSA-3181/2015	ALW82689	ALW82689
ALW82688.1	Hu/Khobar-KSA-6736/2015	ALW82688	ALW82688
ALW82687.1	Hu/Khobar-KSA-6736/2015	ALW82687	ALW82687
ALW82686.1	Hu/Khobar-KSA-6736/2015	ALW82686	ALW82686
ALW82685.1	Hu/Khobar-KSA-6736/2015	ALW82685	ALW82685
ALW82684.1	Hu/Khobar-KSA-6736/2015	ALW82684	ALW82684
ALW82683.1	Hu/Khobar-KSA-6736/2015	ALW82683	ALW82683
ALW82682.1	Hu/Khobar-KSA-6736/2015	ALW82682	ALW82682
ALW82681.1	Hu/Khobar-KSA-6736/2015	ALW82681	ALW82681
ALW82680.1	Hu/Khobar-KSA-6736/2015	ALW82680	ALW82680
ALW82679.1	Hu/Khobar-KSA-6736/2015	ALW82679	ALW82679
ALW82678.1	Hu/Khobar-KSA-6736/2015	ALW82678	ALW82678
ALW82677.1	Hu/Hufuf-KSA-9158/2015	ALW82677	ALW82677
ALW82676.1	Hu/Hufuf-KSA-9158/2015	ALW82676	ALW82676
ALW82675.1	Hu/Hufuf-KSA-9158/2015	ALW82675	ALW82675
ALW82674.1	Hu/Hufuf-KSA-9158/2015	ALW82674	ALW82674
ALW82673.1	Hu/Hufuf-KSA-9158/2015	ALW82673	ALW82673
ALW82672.1	Hu/Hufuf-KSA-9158/2015	ALW82672	ALW82672
ALW82671.1	Hu/Hufuf-KSA-9158/2015	ALW82671	ALW82671
ALW82670.1	Hu/Hufuf-KSA-9158/2015	ALW82670	ALW82670
ALW82669.1	Hu/Hufuf-KSA-9158/2015	ALW82669	ALW82669
ALW82668.1	Hu/Hufuf-KSA-9158/2015	ALW82668	ALW82668
ALW82667.1	Hu/Hufuf-KSA-9158/2015	ALW82667	ALW82667
ALW82666.1	Hu/Hufuf-KSA-11002/2015	ALW82666	ALW82666
ALW82665.1	Hu/Hufuf-KSA-11002/2015	ALW82665	ALW82665
ALW82664.1	Hu/Hufuf-KSA-11002/2015	ALW82664	ALW82664
ALW82663.1	Hu/Hufuf-KSA-11002/2015	ALW82663	ALW82663
ALW82662.1	Hu/Hufuf-KSA-11002/2015	ALW82662	ALW82662
ALW82661.1	Hu/Hufuf-KSA-11002/2015	ALW82661	ALW82661
ALW82660.1	Hu/Hufuf-KSA-11002/2015	ALW82660	ALW82660
ALW82659.1	Hu/Hufuf-KSA-11002/2015	ALW82659	ALW82659
ALW82658.1	Hu/Hufuf-KSA-11002/2015	ALW82658	ALW82658
ALW82657.1	Hu/Hufuf-KSA-11002/2015	ALW82657	ALW82657
ALW82656.1	Hu/Hufuf-KSA-11002/2015	ALW82656	ALW82656
ALW82655.1	Hu/Jeddah-KSA-C21271/2015	ALW82655	ALW82655
ALW82654.1	Hu/Jeddah-KSA-C21271/2015	ALW82654	ALW82654
ALW82653.1	Hu/Jeddah-KSA-C21271/2015	ALW82653	ALW82653
ALW82652.1	Hu/Jeddah-KSA-C21271/2015	ALW82652	ALW82652
ALW82651.1	Hu/Jeddah-KSA-C21271/2015	ALW82651	ALW82651
ALW82650.1	Hu/Jeddah-KSA-C21271/2015	ALW82650	ALW82650
ALW82649.1	Hu/Jeddah-KSA-C21271/2015	ALW82649	ALW82649
ALW82648.1	Hu/Jeddah-KSA-C21271/2015	ALW82648	ALW82648
ALW82647.1	Hu/Jeddah-KSA-C21271/2015	ALW82647	ALW82647
ALW82646.1	Hu/Jeddah-KSA-C21271/2015	ALW82646	ALW82646
ALW82645.1	Hu/Jeddah-KSA-C21271/2015	ALW82645	ALW82645
ALW82644.1	Hu/Jeddah-KSA-C20843/2015	ALW82644	ALW82644
ALW82643.1	Hu/Jeddah-KSA-C20843/2015	ALW82643	ALW82643
ALW82642.1	Hu/Jeddah-KSA-C20843/2015	ALW82642	ALW82642
ALW82641.1	Hu/Jeddah-KSA-C20843/2015	ALW82641	ALW82641
ALW82640.1	Hu/Jeddah-KSA-C20843/2015	ALW82640	ALW82640
ALW82639.1	Hu/Jeddah-KSA-C20843/2015	ALW82639	ALW82639
ALW82638.1	Hu/Jeddah-KSA-C20843/2015	ALW82638	ALW82638
ALW82637.1	Hu/Jeddah-KSA-C20843/2015	ALW82637	ALW82637
ALW82636.1	Hu/Jeddah-KSA-C20843/2015	ALW82636	ALW82636
ALW82635.1	Hu/Jeddah-KSA-C20843/2015	ALW82635	ALW82635
ALW82634.1	Hu/Jeddah-KSA-C20843/2015	ALW82634	ALW82634
ALJ54521.1	Hu/Hufuf-KSA-11078/2015	ALJ54521	ALJ54521
ALJ54520.1	Hu/Hufuf-KSA-12597/2015	ALJ54520	ALJ54520
ALJ54519.1	Hu/Hufuf-KSA-12354/2015	ALJ54519	ALJ54519
ALJ54518.1	Hu/Hufuf-KSA-12225/2015	ALJ54518	ALJ54518
ALJ54517.1	Hu/Hufuf-KSA-12177/2015	ALJ54517	ALJ54517
ALJ54516.1	Hu/Hufuf-KSA-12124/2015	ALJ54516	ALJ54516
ALJ54515.1	Hu/Hufuf-KSA-12055/2015	ALJ54515	ALJ54515
ALJ54514.1	Hu/Hufuf-KSA-11876/2015	ALJ54514	ALJ54514
ALJ54513.1	Hu/Hufuf-KSA-10357/2015	ALJ54513	ALJ54513
ALJ54512.1	Hu/Hufuf-KSA-11765/2015	ALJ54512	ALJ54512
ALJ54511.1	Hu/Hufuf-KSA-11767/2015	ALJ54511	ALJ54511
ALJ54510.1	Hu/Hufuf-KSA-11853/2015	ALJ54510	ALJ54510
ALJ54509.1	Hu/Hufuf-KSA-11869/2015	ALJ54509	ALJ54509
ALJ54508.1	Hu/Hufuf-KSA-11905/2015	ALJ54508	ALJ54508
ALJ54507.1	Hu/Hufuf-KSA-11882/2015	ALJ54507	ALJ54507
ALJ54506.1	Hu/Hufuf-KSA-11476/2015	ALJ54506	ALJ54506
ALJ54505.1	Hu/Hufuf-KSA-11442/2015	ALJ54505	ALJ54505
ALJ54504.1	Hu/Hufuf-KSA-11401/2015	ALJ54504	ALJ54504
ALJ54503.1	Hu/Aflaj-KSA-10802/2015	ALJ54503	ALJ54503
ALJ54502.1	Hu/Qunfidhah-KSA-Rs1338/2015	ALJ54502	ALJ54502
ALJ54501.1	Hu/Riyadh-KSA-6966/2015	ALJ54501	ALJ54501
ALJ54500.1	Hu/Riyadh-KSA-10182/2015	ALJ54500	ALJ54500
ALJ54499.1	Hu/Riyadh-KSA-10150/2015	ALJ54499	ALJ54499
ALJ54498.1	Hu/Riyadh-KSA-10131/2015	ALJ54498	ALJ54498
ALJ54497.1	Hu/Taif-KSA-15167/2015	ALJ54497	ALJ54497
ALJ54496.1	Hu/Duba-KSA-313/2015	ALJ54496	ALJ54496
ALJ54495.1	Hu/Makkah-KSA-907/2015	ALJ54495	ALJ54495
ALJ54494.1	Hu/Riyadh-KSA-7867/2015	ALJ54494	ALJ54494
ALJ54493.1	Hu/Makkah-KSA-728/2015	ALJ54493	ALJ54493
ALJ54492.1	Hu/Riyadh-KSA-7591/2015	ALJ54492	ALJ54492
ALJ54491.1	Hu/Riyadh-KSA-7244/2015	ALJ54491	ALJ54491
ALJ54490.1	Hu/Riyadh-KSA-7179/2015	ALJ54490	ALJ54490
ALJ54489.1	Hu/Riyadh-KSA-5390/2015	ALJ54489	ALJ54489
ALJ54488.1	Hu/Shaqra-KSA-4699/2015	ALJ54488	ALJ54488
ALJ54487.1	Hu/Riyadh-KSA-4606/2015	ALJ54487	ALJ54487
ALJ54486.1	Hu/Buraydah-KSA-3818/2015	ALJ54486	ALJ54486
ALJ54485.1	Hu/Riyadh-KSA-3782/2015	ALJ54485	ALJ54485
ALJ54484.1	Hu/Buraydah-KSA-3334/2015	ALJ54484	ALJ54484
ALJ54483.1	Hu/Rass-KSA-3318/2015	ALJ54483	ALJ54483
ALJ54482.1	Hu/Buraydah-KSA-3317/2015	ALJ54482	ALJ54482
ALJ54481.1	Hu/Buraydah-KSA-3319/2015	ALJ54481	ALJ54481
ALJ54480.1	Hu/Unayzah-KSA-3249/2015	ALJ54480	ALJ54480
ALJ54479.1	Hu/Jeddah-KSA-RS15/2015	ALJ54479	ALJ54479
ALJ54478.1	Hu/Jeddah-KSA-C22748/2015	ALJ54478	ALJ54478
ALJ54477.1	Hu/Jeddah-KSA-C22744/2015	ALJ54477	ALJ54477
ALJ54476.1	Hu/Najran-KSA-C22374/2015	ALJ54476	ALJ54476
ALJ54475.1	Hu/Jeddah-KSA-C22351/2015	ALJ54475	ALJ54475
ALJ54474.1	Hu/Jeddah-KSA-C21864/2015	ALJ54474	ALJ54474
ALJ54473.1	Hu/Jeddah-KSA-C21760/2015	ALJ54473	ALJ54473
ALJ54472.1	Hu/Aseer-KSA-Rs924/2015	ALJ54472	ALJ54472
ALJ54471.1	Hu/Najran-KSA-Rs1207/2015	ALJ54471	ALJ54471
ALJ54470.1	Hu/Hufuf-KSA-11003/2015	ALJ54470	ALJ54470
ALJ54469.1	Hu/Hufuf-KSA-11150/2015	ALJ54469	ALJ54469
ALJ54468.1	Hu/Buqayq-KSA-11012/2015	ALJ54468	ALJ54468
ALJ54467.1	Hu/Hufuf-KSA-11080/2015	ALJ54467	ALJ54467
ALJ54466.1	Hu/Hufuf-KSA-8527/2015	ALJ54466	ALJ54466
ALJ54465.1	Hu/Hufuf-KSA-8271/2015	ALJ54465	ALJ54465
ALJ54464.1	Hu/Dhahran-KSA-6740/2015	ALJ54464	ALJ54464
ALJ54463.1	Hu/Hufuf-KSA-6674/2015	ALJ54463	ALJ54463
ALJ54462.1	Hu/Hufuf-KSA-6648/2015	ALJ54462	ALJ54462
ALJ54461.1	Hu/Buraydah-KSA-2937/2015	ALJ54461	ALJ54461
ALJ54460.1	Hu/Riyadh-KSA-3487/2015	ALJ54460	ALJ54460
ALJ54459.1	Hu/Riyadh-KSA-3486/2015	ALJ54459	ALJ54459
ALJ54458.1	Hu/Riyadh-KSA-3550/2015	ALJ54458	ALJ54458
ALJ54457.1	Hu/Riyadh-KSA-3562/2015	ALJ54457	ALJ54457
ALJ54456.1	Hu/Riyadh-KSA-3929/2015	ALJ54456	ALJ54456
ALJ54455.1	Hu/Riyadh-KSA-4067/2015	ALJ54455	ALJ54455
ALJ54454.1	Hu/Riyadh-KSA-4071/2015	ALJ54454	ALJ54454
ALJ54453.1	Hu/Riyadh-KSA-C20807/2015	ALJ54453	ALJ54453
ALJ54452.1	Hu/Jeddah-KSA-C20934/2015	ALJ54452	ALJ54452
ALJ54451.1	Hu/Riyadh-KSA-3123/2015	ALJ54451	ALJ54451
ALJ54450.1	Hu/Buraydah-KSA-3049/2015	ALJ54450	ALJ54450
ALJ54449.1	Hu/Riyadh-KSA-3098/2015	ALJ54449	ALJ54449
ALJ54448.1	Hu/Riyadh-KSA-3160/2015	ALJ54448	ALJ54448
ALJ54447.1	Hu/Riyadh-KSA-3331/2015	ALJ54447	ALJ54447
ALJ54446.1	Hu/Quwaiyah-KSA-3405/2015	ALJ54446	ALJ54446
ALJ54445.1	Hu/Riyadh-KSA-2622A/2015	ALJ54445	ALJ54445
ALJ54444.1	Hu/Riyadh-KSA-2600/2015	ALJ54444	ALJ54444
ALJ54443.1	Hu/Riyadh-KSA-2317/2015	ALJ54443	ALJ54443
ALJ54442.1	Hu/Riyadh-KSA-2276/2015	ALJ54442	ALJ54442
ALJ54441.1	Hu/Riyadh-KSA-2264/2015	ALJ54441	ALJ54441
5C3N_B		5C3N_B	5C3N_B
5C3N_A		5C3N_A	5C3N_A
ALU34110.1	EMC camel5_6dpi	ALU34110	ALU34110
ALU34109.1	EMC P7	ALU34109	ALU34109
ALT66888.1	Camel/UAE/D469-14	ALT66888	ALT66888
ALT66887.1	Camel/UAE/D469-14	ALT66887	ALT66887
ALT66886.1	Camel/UAE/D469-14	ALT66886	ALT66886
ALT66885.1	Camel/UAE/D469-14	ALT66885	ALT66885
ALT66884.1	Camel/UAE/D469-14	ALT66884	ALT66884
ALT66883.1	Camel/UAE/D469-14	ALT66883	ALT66883
ALT66882.1	Camel/UAE/D469-14	ALT66882	ALT66882
ALT66881.1	Camel/UAE/D469-14	ALT66881	ALT66881
ALT66880.1	Camel/UAE/D469-14	ALT66880	ALT66880
ALT66879.1	Camel/UAE/D469-14	ALT66879	ALT66879
ALT66878.1	Camel/UAE/D511-14	ALT66878	ALT66878
ALT66877.1	Camel/UAE/D511-14	ALT66877	ALT66877
ALT66876.1	Camel/UAE/D511-14	ALT66876	ALT66876
ALT66875.1	Camel/UAE/D511-14	ALT66875	ALT66875
ALT66874.1	Camel/UAE/D511-14	ALT66874	ALT66874
ALT66873.1	Camel/UAE/D511-14	ALT66873	ALT66873
ALT66872.1	Camel/UAE/D511-14	ALT66872	ALT66872
ALT66871.1	Camel/UAE/D511-14	ALT66871	ALT66871
ALT66870.1	Camel/UAE/D511-14	ALT66870	ALT66870
ALT66869.1	Camel/UAE/D511-14	ALT66869	ALT66869
ALA50075.1	camel/Taif/T157(b)/2015	ALA50075	ALA50075
ALA50074.1	camel/Taif/T157(b)/2015	ALA50074	ALA50074
ALA50073.1	camel/Taif/T157(b)/2015	ALA50073	ALA50073
ALA50072.1	camel/Taif/T157(b)/2015	ALA50072	ALA50072
ALA50071.1	camel/Taif/T157(b)/2015	ALA50071	ALA50071
ALA50070.1	camel/Taif/T157(b)/2015	ALA50070	ALA50070
ALA50069.1	camel/Taif/T157(b)/2015	ALA50069	ALA50069
ALA50068.1	camel/Taif/T157(b)/2015	ALA50068	ALA50068
ALA50067.1	camel/Taif/T157(b)/2015	ALA50067	ALA50067
ALA50066.1	camel/Taif/T157(b)/2015	ALA50066	ALA50066
ALA50065.1	camel/Taif/T157(b)/2015	ALA50065	ALA50065
ALA50064.1	camel/Taif/T150/2015	ALA50064	ALA50064
ALA50063.1	camel/Taif/T150/2015	ALA50063	ALA50063
ALA50062.1	camel/Taif/T150/2015	ALA50062	ALA50062
ALA50061.1	camel/Taif/T150/2015	ALA50061	ALA50061
ALA50060.1	camel/Taif/T150/2015	ALA50060	ALA50060
ALA50059.1	camel/Taif/T150/2015	ALA50059	ALA50059
ALA50058.1	camel/Taif/T150/2015	ALA50058	ALA50058
ALA50057.1	camel/Taif/T150/2015	ALA50057	ALA50057
ALA50056.1	camel/Taif/T150/2015	ALA50056	ALA50056
ALA50055.1	camel/Taif/T150/2015	ALA50055	ALA50055
ALA50054.1	camel/Taif/T150/2015	ALA50054	ALA50054
ALA50053.1	camel/Taif/T98/2015	ALA50053	ALA50053
ALA50052.1	camel/Taif/T98/2015	ALA50052	ALA50052
ALA50051.1	camel/Taif/T98/2015	ALA50051	ALA50051
ALA50050.1	camel/Taif/T98/2015	ALA50050	ALA50050
ALA50049.1	camel/Taif/T98/2015	ALA50049	ALA50049
ALA50048.1	camel/Taif/T98/2015	ALA50048	ALA50048
ALA50047.1	camel/Taif/T98/2015	ALA50047	ALA50047
ALA50046.1	camel/Taif/T98/2015	ALA50046	ALA50046
ALA50045.1	camel/Taif/T98/2015	ALA50045	ALA50045
ALA50044.1	camel/Taif/T98/2015	ALA50044	ALA50044
ALA50043.1	camel/Taif/T98/2015	ALA50043	ALA50043
ALA50042.1	camel/Taif/T92/2015	ALA50042	ALA50042
ALA50041.1	camel/Taif/T92/2015	ALA50041	ALA50041
ALA50040.1	camel/Taif/T92/2015	ALA50040	ALA50040
ALA50039.1	camel/Taif/T92/2015	ALA50039	ALA50039
ALA50038.1	camel/Taif/T92/2015	ALA50038	ALA50038
ALA50037.1	camel/Taif/T92/2015	ALA50037	ALA50037
ALA50036.1	camel/Taif/T92/2015	ALA50036	ALA50036
ALA50035.1	camel/Taif/T92/2015	ALA50035	ALA50035
ALA50034.1	camel/Taif/T92/2015	ALA50034	ALA50034
ALA50033.1	camel/Taif/T92/2015	ALA50033	ALA50033
ALA50032.1	camel/Taif/T92/2015	ALA50032	ALA50032
ALA50031.1	camel/Taif/T91(b)/2015	ALA50031	ALA50031
ALA50030.1	camel/Taif/T91(b)/2015	ALA50030	ALA50030
ALA50029.1	camel/Taif/T91(b)/2015	ALA50029	ALA50029
ALA50028.1	camel/Taif/T91(b)/2015	ALA50028	ALA50028
ALA50027.1	camel/Taif/T91(b)/2015	ALA50027	ALA50027
ALA50026.1	camel/Taif/T91(b)/2015	ALA50026	ALA50026
ALA50025.1	camel/Taif/T91(b)/2015	ALA50025	ALA50025
ALA50024.1	camel/Taif/T91(b)/2015	ALA50024	ALA50024
ALA50023.1	camel/Taif/T91(b)/2015	ALA50023	ALA50023
ALA50022.1	camel/Taif/T91(b)/2015	ALA50022	ALA50022
ALA50021.1	camel/Taif/T91(b)/2015	ALA50021	ALA50021
ALA50020.1	camel/Taif/T89/2015	ALA50020	ALA50020
ALA50019.1	camel/Taif/T89/2015	ALA50019	ALA50019
ALA50018.1	camel/Taif/T89/2015	ALA50018	ALA50018
ALA50017.1	camel/Taif/T89/2015	ALA50017	ALA50017
ALA50016.1	camel/Taif/T89/2015	ALA50016	ALA50016
ALA50015.1	camel/Taif/T89/2015	ALA50015	ALA50015
ALA50014.1	camel/Taif/T89/2015	ALA50014	ALA50014
ALA50013.1	camel/Taif/T89/2015	ALA50013	ALA50013
ALA50012.1	camel/Taif/T89/2015	ALA50012	ALA50012
ALA50011.1	camel/Taif/T89/2015	ALA50011	ALA50011
ALA50010.1	camel/Taif/T89/2015	ALA50010	ALA50010
ALA50009.1	camel/Taif/T68/2015	ALA50009	ALA50009
ALA50008.1	camel/Taif/T68/2015	ALA50008	ALA50008
ALA50007.1	camel/Taif/T68/2015	ALA50007	ALA50007
ALA50006.1	camel/Taif/T68/2015	ALA50006	ALA50006
ALA50005.1	camel/Taif/T68/2015	ALA50005	ALA50005
ALA50004.1	camel/Taif/T68/2015	ALA50004	ALA50004
ALA50003.1	camel/Taif/T68/2015	ALA50003	ALA50003
ALA50002.1	camel/Taif/T68/2015	ALA50002	ALA50002
ALA50001.1	camel/Taif/T68/2015	ALA50001	ALA50001
ALA50000.1	camel/Taif/T68/2015	ALA50000	ALA50000
ALA49999.1	camel/Taif/T68/2015	ALA49999	ALA49999
ALA49998.1	camel/Taif/T22/2015	ALA49998	ALA49998
ALA49997.1	camel/Taif/T22/2015	ALA49997	ALA49997
ALA49996.1	camel/Taif/T22/2015	ALA49996	ALA49996
ALA49995.1	camel/Taif/T22/2015	ALA49995	ALA49995
